sample_id,cube_id,input_start_frame,input_len,target_frame,target_date,has_event,severity,split
346,53,0,14,20,2021-01-21,False,0,train
347,53,1,14,21,2021-01-22,False,0,train
348,53,2,14,22,2021-01-23,False,0,train
349,53,3,14,23,2021-01-24,False,0,train
350,53,4,14,24,2021-01-25,False,0,train
351,53,5,14,25,2021-01-26,False,0,train
352,53,6,14,26,2021-01-27,False,0,train
353,53,7,14,27,2021-01-28,False,0,train
354,53,8,14,28,2021-01-29,False,0,train
355,53,9,14,29,2021-01-30,False,0,train
356,53,10,14,30,2021-01-31,False,0,train
357,53,11,14,31,2021-02-01,False,0,train
358,53,12,14,32,2021-02-02,False,0,train
359,53,13,14,33,2021-02-03,False,0,train
360,53,14,14,34,2021-02-04,False,0,train
361,53,15,14,35,2021-02-05,False,0,train
362,53,16,14,36,2021-02-06,False,0,train
363,53,17,14,37,2021-02-07,False,0,train
364,53,18,14,38,2021-02-08,False,0,train
365,53,19,14,39,2021-02-09,False,0,train
366,53,20,14,40,2021-02-10,False,0,train
367,53,21,14,41,2021-02-11,False,0,train
368,53,22,14,42,2021-02-12,False,0,train
369,53,23,14,43,2021-02-13,False,0,train
370,53,24,14,44,2021-02-14,False,0,train
371,53,25,14,45,2021-02-15,False,0,train
372,53,26,14,46,2021-02-16,False,0,train
373,53,27,14,47,2021-02-17,False,0,train
374,53,28,14,48,2021-02-18,False,0,train
375,53,29,14,49,2021-02-19,False,0,train
376,53,30,14,50,2021-02-20,False,0,train
377,53,31,14,51,2021-02-21,False,0,train
378,53,32,14,52,2021-02-22,False,0,train
379,53,33,14,53,2021-02-23,False,0,train
380,53,34,14,54,2021-02-24,False,0,train
381,53,35,14,55,2021-02-25,False,0,train
382,53,36,14,56,2021-02-26,False,0,train
383,53,37,14,57,2021-02-27,False,0,train
384,53,38,14,58,2021-02-28,False,0,train
385,53,39,14,59,2021-03-01,False,0,train
386,53,40,14,60,2021-03-02,False,0,train
387,53,41,14,61,2021-03-03,False,0,train
388,53,42,14,62,2021-03-04,False,0,train
389,53,43,14,63,2021-03-05,False,0,train
390,53,44,14,64,2021-03-06,False,0,train
391,53,45,14,65,2021-03-07,False,0,train
392,53,46,14,66,2021-03-08,False,0,train
393,53,47,14,67,2021-03-09,False,0,train
394,53,48,14,68,2021-03-10,False,0,train
395,53,49,14,69,2021-03-11,False,0,train
396,53,50,14,70,2021-03-12,False,0,train
397,53,51,14,71,2021-03-13,False,0,train
398,53,52,14,72,2021-03-14,False,0,train
399,53,53,14,73,2021-03-15,False,0,train
400,53,54,14,74,2021-03-16,False,0,train
401,53,55,14,75,2021-03-17,False,0,train
402,53,56,14,76,2021-03-18,False,0,train
403,53,57,14,77,2021-03-19,False,0,train
404,53,58,14,78,2021-03-20,False,0,train
405,53,59,14,79,2021-03-21,False,0,train
406,53,60,14,80,2021-03-22,False,0,train
407,53,61,14,81,2021-03-23,False,0,train
408,53,62,14,82,2021-03-24,False,0,train
409,53,63,14,83,2021-03-25,False,0,train
410,53,64,14,84,2021-03-26,False,0,train
411,53,65,14,85,2021-03-27,False,0,train
412,53,66,14,86,2021-03-28,False,0,train
413,53,67,14,87,2021-03-29,False,0,train
414,53,68,14,88,2021-03-30,False,0,train
415,53,69,14,89,2021-03-31,False,0,train
416,53,70,14,90,2021-04-01,False,0,train
417,53,71,14,91,2021-04-02,False,0,train
418,53,72,14,92,2021-04-03,False,0,train
419,53,73,14,93,2021-04-04,False,0,train
420,53,74,14,94,2021-04-05,False,0,train
421,53,75,14,95,2021-04-06,False,0,train
422,53,76,14,96,2021-04-07,False,0,train
423,53,77,14,97,2021-04-08,False,0,train
424,53,78,14,98,2021-04-09,False,0,train
425,53,79,14,99,2021-04-10,False,0,train
426,53,80,14,100,2021-04-11,False,0,train
427,53,81,14,101,2021-04-12,False,0,train
428,53,82,14,102,2021-04-13,False,0,train
429,53,83,14,103,2021-04-14,False,0,train
430,53,84,14,104,2021-04-15,False,0,train
431,53,85,14,105,2021-04-16,False,0,train
432,53,86,14,106,2021-04-17,False,0,train
433,53,87,14,107,2021-04-18,False,0,train
434,53,88,14,108,2021-04-19,False,0,train
435,53,89,14,109,2021-04-20,False,0,train
436,53,90,14,110,2021-04-21,False,0,train
437,53,91,14,111,2021-04-22,False,0,train
438,53,92,14,112,2021-04-23,False,0,train
439,53,93,14,113,2021-04-24,False,0,train
