sample_id,cube_id,input_start_frame,input_len,target_frame,target_date,has_event,severity,split
3107,147,0,14,20,2021-01-21,False,0,train
3108,147,1,14,21,2021-01-22,False,0,train
3109,147,2,14,22,2021-01-23,False,0,train
3110,147,3,14,23,2021-01-24,False,0,train
3111,147,4,14,24,2021-01-25,False,0,train
3112,147,5,14,25,2021-01-26,False,0,train
3113,147,6,14,26,2021-01-27,False,0,train
3114,147,7,14,27,2021-01-28,False,0,train
3115,147,8,14,28,2021-01-29,False,0,train
3116,147,9,14,29,2021-01-30,False,0,train
3117,147,10,14,30,2021-01-31,False,0,train
3118,147,11,14,31,2021-02-01,False,0,train
3119,147,12,14,32,2021-02-02,False,0,train
3120,147,13,14,33,2021-02-03,False,0,train
3121,147,14,14,34,2021-02-04,False,0,train
3122,147,15,14,35,2021-02-05,False,0,train
3123,147,16,14,36,2021-02-06,False,0,train
3124,147,17,14,37,2021-02-07,False,0,train
3125,147,18,14,38,2021-02-08,False,0,train
3126,147,19,14,39,2021-02-09,False,0,train
3127,147,20,14,40,2021-02-10,False,0,train
3128,147,21,14,41,2021-02-11,False,0,train
3129,147,22,14,42,2021-02-12,False,0,train
3130,147,23,14,43,2021-02-13,False,0,train
3131,147,24,14,44,2021-02-14,False,0,train
3132,147,25,14,45,2021-02-15,False,0,train
3133,147,26,14,46,2021-02-16,False,0,train
3134,147,27,14,47,2021-02-17,False,0,train
3135,147,28,14,48,2021-02-18,False,0,train
3136,147,29,14,49,2021-02-19,False,0,train
3137,147,30,14,50,2021-02-20,False,0,train
3138,147,31,14,51,2021-02-21,False,0,train
3139,147,32,14,52,2021-02-22,False,0,train
3140,147,33,14,53,2021-02-23,False,0,train
3141,147,34,14,54,2021-02-24,False,0,train
3142,147,35,14,55,2021-02-25,False,0,train
3143,147,36,14,56,2021-02-26,False,0,train
3144,147,37,14,57,2021-02-27,False,0,train
3145,147,38,14,58,2021-02-28,False,0,train
3146,147,39,14,59,2021-03-01,False,0,train
3147,147,40,14,60,2021-03-02,False,0,train
3148,147,41,14,61,2021-03-03,False,0,train
3149,147,42,14,62,2021-03-04,False,0,train
3150,147,43,14,63,2021-03-05,False,0,train
3151,147,44,14,64,2021-03-06,False,0,train
3152,147,45,14,65,2021-03-07,False,0,train
3153,147,46,14,66,2021-03-08,False,0,train
3154,147,47,14,67,2021-03-09,False,0,train
3155,147,48,14,68,2021-03-10,False,0,train
3156,147,49,14,69,2021-03-11,False,0,train
3157,147,50,14,70,2021-03-12,False,0,train
3158,147,51,14,71,2021-03-13,False,0,train
3159,147,52,14,72,2021-03-14,False,0,train
3160,147,53,14,73,2021-03-15,False,0,train
3161,147,54,14,74,2021-03-16,False,0,train
3162,147,55,14,75,2021-03-17,False,0,train
3163,147,56,14,76,2021-03-18,False,0,train
3164,147,57,14,77,2021-03-19,False,0,train
3165,147,58,14,78,2021-03-20,False,0,train
3166,147,59,14,79,2021-03-21,False,0,train
3167,147,60,14,80,2021-03-22,False,0,train
3168,147,61,14,81,2021-03-23,False,0,train
3169,147,62,14,82,2021-03-24,False,0,train
3170,147,63,14,83,2021-03-25,False,0,train
3171,147,64,14,84,2021-03-26,False,0,train
3172,147,65,14,85,2021-03-27,False,0,train
3173,147,66,14,86,2021-03-28,False,0,train
3174,147,67,14,87,2021-03-29,False,0,train
3175,147,68,14,88,2021-03-30,False,0,train
3176,147,69,14,89,2021-03-31,False,0,train
3177,147,70,14,90,2021-04-01,False,0,train
3178,147,71,14,91,2021-04-02,False,0,train
3179,147,72,14,92,2021-04-03,False,0,train
3180,147,73,14,93,2021-04-04,False,0,train
3181,147,74,14,94,2021-04-05,False,0,train
3182,147,75,14,95,2021-04-06,False,0,train
3183,147,76,14,96,2021-04-07,False,0,train
3184,147,77,14,97,2021-04-08,False,0,train
3185,147,78,14,98,2021-04-09,False,0,train
3186,147,79,14,99,2021-04-10,False,0,train
3187,147,80,14,100,2021-04-11,False,0,train
3188,147,81,14,101,2021-04-12,False,0,train
3189,147,82,14,102,2021-04-13,False,0,train
3190,147,83,14,103,2021-04-14,False,0,train
3191,147,84,14,104,2021-04-15,False,0,train
3192,147,85,14,105,2021-04-16,False,0,train
3193,147,86,14,106,2021-04-17,False,0,train
3194,147,87,14,107,2021-04-18,False,0,train
3195,147,88,14,108,2021-04-19,False,0,train
3196,147,89,14,109,2021-04-20,False,0,train
3197,147,90,14,110,2021-04-21,False,0,train
3198,147,91,14,111,2021-04-22,False,0,train
3199,147,92,14,112,2021-04-23,False,0,train
3200,147,93,14,113,2021-04-24,False,0,train
3201,147,94,14,114,2021-04-25,False,0,train
3202,147,95,14,115,2021-04-26,False,0,train
3203,147,96,14,116,2021-04-27,False,0,train
3204,147,97,14,117,2021-04-28,False,0,train
3205,147,98,14,118,2021-04-29,False,0,train
3206,147,99,14,119,2021-04-30,False,0,train
3207,147,100,14,120,2021-05-01,False,0,train
3208,147,101,14,121,2021-05-02,False,0,train
3209,147,102,14,122,2021-05-03,False,0,train
3210,147,103,14,123,2021-05-04,False,0,train
3211,147,104,14,124,2021-05-05,False,0,train
3212,147,105,14,125,2021-05-06,False,0,train
3213,147,106,14,126,2021-05-07,False,0,train
3214,147,107,14,127,2021-05-08,False,0,train
3215,147,108,14,128,2021-05-09,False,0,train
3216,147,109,14,129,2021-05-10,False,0,train
3217,147,110,14,130,2021-05-11,False,0,train
3218,147,111,14,131,2021-05-12,False,0,train
3219,147,112,14,132,2021-05-13,False,0,train
3220,147,113,14,133,2021-05-14,False,0,train
3221,147,114,14,134,2021-05-15,False,0,train
3222,147,115,14,135,2021-05-16,False,0,train
3223,147,116,14,136,2021-05-17,False,0,train
3224,147,117,14,137,2021-05-18,False,0,train
