sample_id,cube_id,input_start_frame,input_len,target_frame,target_date,has_event,severity,split
1,36,0,14,20,2021-01-21,False,0,train
2,36,1,14,21,2021-01-22,False,0,train
3,36,2,14,22,2021-01-23,False,0,train
4,36,3,14,23,2021-01-24,False,0,train
5,36,4,14,24,2021-01-25,False,0,train
6,36,5,14,25,2021-01-26,False,0,train
7,36,6,14,26,2021-01-27,False,0,train
8,36,7,14,27,2021-01-28,False,0,train
9,36,8,14,28,2021-01-29,False,0,train
10,36,9,14,29,2021-01-30,False,0,train
11,36,10,14,30,2021-01-31,False,0,train
12,36,11,14,31,2021-02-01,False,0,train
13,36,12,14,32,2021-02-02,False,0,train
14,36,13,14,33,2021-02-03,False,0,train
15,36,14,14,34,2021-02-04,False,0,train
16,36,15,14,35,2021-02-05,False,0,train
17,36,16,14,36,2021-02-06,False,0,train
18,36,17,14,37,2021-02-07,False,0,train
19,36,18,14,38,2021-02-08,False,0,train
20,36,19,14,39,2021-02-09,False,0,train
21,36,20,14,40,2021-02-10,False,0,train
22,36,21,14,41,2021-02-11,False,0,train
23,36,22,14,42,2021-02-12,False,0,train
24,36,23,14,43,2021-02-13,False,0,train
25,36,24,14,44,2021-02-14,False,0,train
26,36,25,14,45,2021-02-15,False,0,train
27,36,26,14,46,2021-02-16,False,0,train
28,36,27,14,47,2021-02-17,False,0,train
29,36,28,14,48,2021-02-18,False,0,train
30,36,29,14,49,2021-02-19,False,0,train
31,36,30,14,50,2021-02-20,False,0,train
32,36,31,14,51,2021-02-21,False,0,train
33,36,32,14,52,2021-02-22,False,0,train
34,36,33,14,53,2021-02-23,False,0,train
35,36,34,14,54,2021-02-24,False,0,train
36,36,35,14,55,2021-02-25,False,0,train
37,36,36,14,56,2021-02-26,False,0,train
38,36,37,14,57,2021-02-27,False,0,train
39,36,38,14,58,2021-02-28,False,0,train
40,36,39,14,59,2021-03-01,False,0,train
41,36,40,14,60,2021-03-02,False,0,train
42,36,41,14,61,2021-03-03,False,0,train
43,36,42,14,62,2021-03-04,False,0,train
44,36,43,14,63,2021-03-05,False,0,train
45,36,44,14,64,2021-03-06,False,0,train
46,36,45,14,65,2021-03-07,False,0,train
47,36,46,14,66,2021-03-08,False,0,train
48,36,47,14,67,2021-03-09,False,0,train
49,36,48,14,68,2021-03-10,False,0,train
50,36,49,14,69,2021-03-11,False,0,train
51,36,50,14,70,2021-03-12,False,0,train
52,36,51,14,71,2021-03-13,False,0,train
53,36,52,14,72,2021-03-14,False,0,train
54,36,53,14,73,2021-03-15,False,0,train
55,36,54,14,74,2021-03-16,False,0,train
56,36,55,14,75,2021-03-17,False,0,train
57,36,56,14,76,2021-03-18,False,0,train
58,36,57,14,77,2021-03-19,False,0,train
59,36,58,14,78,2021-03-20,False,0,train
60,36,59,14,79,2021-03-21,False,0,train
61,36,60,14,80,2021-03-22,False,0,train
62,36,61,14,81,2021-03-23,False,0,train
63,36,62,14,82,2021-03-24,False,0,train
64,36,63,14,83,2021-03-25,False,0,train
65,36,64,14,84,2021-03-26,False,0,train
66,36,65,14,85,2021-03-27,False,0,train
67,36,66,14,86,2021-03-28,False,0,train
68,36,67,14,87,2021-03-29,False,0,train
69,36,68,14,88,2021-03-30,False,0,train
70,36,69,14,89,2021-03-31,False,0,train
71,36,70,14,90,2021-04-01,False,0,train
72,36,71,14,91,2021-04-02,False,0,train
73,36,72,14,92,2021-04-03,False,0,train
74,36,73,14,93,2021-04-04,False,0,train
75,36,74,14,94,2021-04-05,False,0,train
76,36,75,14,95,2021-04-06,False,0,train
77,36,76,14,96,2021-04-07,False,0,train
78,36,77,14,97,2021-04-08,False,0,train
79,36,78,14,98,2021-04-09,False,0,train
80,36,79,14,99,2021-04-10,False,0,train
81,36,80,14,100,2021-04-11,False,0,train
82,36,81,14,101,2021-04-12,False,0,train
83,36,82,14,102,2021-04-13,False,0,train
84,36,83,14,103,2021-04-14,False,0,train
85,36,84,14,104,2021-04-15,False,0,train
86,36,85,14,105,2021-04-16,False,0,train
87,36,86,14,106,2021-04-17,False,0,train
88,36,87,14,107,2021-04-18,False,0,train
89,36,88,14,108,2021-04-19,False,0,train
90,36,89,14,109,2021-04-20,False,0,train
91,36,90,14,110,2021-04-21,False,0,train
92,36,91,14,111,2021-04-22,False,0,train
93,36,92,14,112,2021-04-23,False,0,train
94,36,93,14,113,2021-04-24,False,0,train
95,36,94,14,114,2021-04-25,False,0,train
96,36,95,14,115,2021-04-26,False,0,train
97,36,96,14,116,2021-04-27,False,0,train
98,36,97,14,117,2021-04-28,False,0,train
99,36,98,14,118,2021-04-29,False,0,train
100,36,99,14,119,2021-04-30,False,0,train
101,36,100,14,120,2021-05-01,False,0,train
102,36,101,14,121,2021-05-02,False,0,train
103,36,102,14,122,2021-05-03,False,0,train
104,36,103,14,123,2021-05-04,False,0,train
105,36,104,14,124,2021-05-05,False,0,train
106,36,105,14,125,2021-05-06,False,0,train
107,36,106,14,126,2021-05-07,False,0,train
108,36,107,14,127,2021-05-08,False,0,train
109,36,108,14,128,2021-05-09,False,0,train
110,36,109,14,129,2021-05-10,False,0,train
111,36,110,14,130,2021-05-11,False,0,train
112,36,111,14,131,2021-05-12,False,0,train
113,36,112,14,132,2021-05-13,False,0,train
114,36,113,14,133,2021-05-14,False,0,train
115,36,114,14,134,2021-05-15,False,0,train
116,36,115,14,135,2021-05-16,False,0,train
117,36,116,14,136,2021-05-17,False,0,train
118,36,117,14,137,2021-05-18,False,0,train
119,36,118,14,138,2021-05-19,False,0,train
