sample_id,cube_id,input_start_frame,input_len,target_frame,target_date,has_event,severity,split
1,30,0,14,20,2021-01-21,False,0,train
2,30,1,14,21,2021-01-22,False,0,train
3,30,2,14,22,2021-01-23,False,0,train
4,30,3,14,23,2021-01-24,False,0,train
5,30,4,14,24,2021-01-25,False,0,train
6,30,5,14,25,2021-01-26,False,0,train
7,30,6,14,26,2021-01-27,False,0,train
8,30,7,14,27,2021-01-28,False,0,train
9,30,8,14,28,2021-01-29,False,0,train
10,30,9,14,29,2021-01-30,False,0,train
11,30,10,14,30,2021-01-31,False,0,train
12,30,11,14,31,2021-02-01,False,0,train
13,30,12,14,32,2021-02-02,False,0,train
14,30,13,14,33,2021-02-03,False,0,train
15,30,14,14,34,2021-02-04,False,0,train
16,30,15,14,35,2021-02-05,False,0,train
17,30,16,14,36,2021-02-06,False,0,train
18,30,17,14,37,2021-02-07,False,0,train
19,30,18,14,38,2021-02-08,False,0,train
20,30,19,14,39,2021-02-09,False,0,train
21,30,20,14,40,2021-02-10,False,0,train
22,30,21,14,41,2021-02-11,False,0,train
23,30,22,14,42,2021-02-12,False,0,train
24,30,23,14,43,2021-02-13,False,0,train
25,30,24,14,44,2021-02-14,False,0,train
26,30,25,14,45,2021-02-15,False,0,train
27,30,26,14,46,2021-02-16,False,0,train
28,30,27,14,47,2021-02-17,False,0,train
29,30,28,14,48,2021-02-18,False,0,train
30,30,29,14,49,2021-02-19,False,0,train
31,30,30,14,50,2021-02-20,False,0,train
32,30,31,14,51,2021-02-21,False,0,train
33,30,32,14,52,2021-02-22,False,0,train
34,30,33,14,53,2021-02-23,False,0,train
35,30,34,14,54,2021-02-24,False,0,train
36,30,35,14,55,2021-02-25,False,0,train
37,30,36,14,56,2021-02-26,False,0,train
38,30,37,14,57,2021-02-27,False,0,train
39,30,38,14,58,2021-02-28,False,0,train
40,30,39,14,59,2021-03-01,False,0,train
41,30,40,14,60,2021-03-02,False,0,train
42,30,41,14,61,2021-03-03,False,0,train
43,30,42,14,62,2021-03-04,False,0,train
44,30,43,14,63,2021-03-05,False,0,train
45,30,44,14,64,2021-03-06,False,0,train
46,30,45,14,65,2021-03-07,False,0,train
47,30,46,14,66,2021-03-08,False,0,train
48,30,47,14,67,2021-03-09,False,0,train
49,30,48,14,68,2021-03-10,False,0,train
50,30,49,14,69,2021-03-11,False,0,train
51,30,50,14,70,2021-03-12,False,0,train
52,30,51,14,71,2021-03-13,False,0,train
53,30,52,14,72,2021-03-14,False,0,train
54,30,53,14,73,2021-03-15,False,0,train
55,30,54,14,74,2021-03-16,False,0,train
56,30,55,14,75,2021-03-17,False,0,train
57,30,56,14,76,2021-03-18,False,0,train
58,30,57,14,77,2021-03-19,False,0,train
59,30,58,14,78,2021-03-20,False,0,train
60,30,59,14,79,2021-03-21,False,0,train
61,30,60,14,80,2021-03-22,False,0,train
62,30,61,14,81,2021-03-23,False,0,train
63,30,62,14,82,2021-03-24,False,0,train
64,30,63,14,83,2021-03-25,False,0,train
65,30,64,14,84,2021-03-26,False,0,train
66,30,65,14,85,2021-03-27,False,0,train
67,30,66,14,86,2021-03-28,False,0,train
68,30,67,14,87,2021-03-29,False,0,train
69,30,68,14,88,2021-03-30,False,0,train
70,30,69,14,89,2021-03-31,False,0,train
71,30,70,14,90,2021-04-01,False,0,train
72,30,71,14,91,2021-04-02,False,0,train
73,30,72,14,92,2021-04-03,False,0,train
74,30,73,14,93,2021-04-04,False,0,train
75,30,74,14,94,2021-04-05,False,0,train
76,30,75,14,95,2021-04-06,False,0,train
77,30,76,14,96,2021-04-07,False,0,train
78,30,77,14,97,2021-04-08,False,0,train
79,30,78,14,98,2021-04-09,False,0,train
80,30,79,14,99,2021-04-10,False,0,train
81,30,80,14,100,2021-04-11,False,0,train
82,30,81,14,101,2021-04-12,False,0,train
83,30,82,14,102,2021-04-13,False,0,train
84,30,83,14,103,2021-04-14,False,0,train
85,30,84,14,104,2021-04-15,False,0,train
86,30,85,14,105,2021-04-16,False,0,train
87,30,86,14,106,2021-04-17,False,0,train
88,30,87,14,107,2021-04-18,False,0,train
89,30,88,14,108,2021-04-19,False,0,train
90,30,89,14,109,2021-04-20,False,0,train
91,30,90,14,110,2021-04-21,False,0,train
92,30,91,14,111,2021-04-22,False,0,train
93,30,92,14,112,2021-04-23,False,0,train
94,30,93,14,113,2021-04-24,False,0,train
95,30,94,14,114,2021-04-25,False,0,train
96,30,95,14,115,2021-04-26,False,0,train
97,30,96,14,116,2021-04-27,False,0,train
98,30,97,14,117,2021-04-28,False,0,train
99,30,98,14,118,2021-04-29,False,0,train
100,30,99,14,119,2021-04-30,False,0,train
101,30,100,14,120,2021-05-01,False,0,train
102,30,101,14,121,2021-05-02,False,0,train
103,30,102,14,122,2021-05-03,False,0,train
104,30,103,14,123,2021-05-04,False,0,train
105,30,104,14,124,2021-05-05,False,0,train
106,30,105,14,125,2021-05-06,False,0,train
107,30,106,14,126,2021-05-07,False,0,train
108,30,107,14,127,2021-05-08,False,0,train
109,30,108,14,128,2021-05-09,False,0,train
110,30,109,14,129,2021-05-10,False,0,train
111,30,110,14,130,2021-05-11,False,0,train
112,30,111,14,131,2021-05-12,False,0,train
113,30,112,14,132,2021-05-13,False,0,train
114,30,113,14,133,2021-05-14,False,0,train
115,30,114,14,134,2021-05-15,False,0,train
116,30,115,14,135,2021-05-16,False,0,train
117,30,116,14,136,2021-05-17,False,0,train
118,30,117,14,137,2021-05-18,False,0,train
119,30,118,14,138,2021-05-19,False,0,train
120,30,119,14,139,2021-05-20,False,0,train
121,30,120,14,140,2021-05-21,False,0,train
122,30,121,14,141,2021-05-22,False,0,train
123,30,122,14,142,2021-05-23,False,0,train
124,30,123,14,143,2021-05-24,False,0,train
125,30,124,14,144,2021-05-25,False,0,train
126,30,125,14,145,2021-05-26,False,0,train
127,30,126,14,146,2021-05-27,False,0,train
128,30,127,14,147,2021-05-28,False,0,train
129,30,128,14,148,2021-05-29,False,0,train
130,30,129,14,149,2021-05-30,False,0,train
131,30,130,14,150,2021-05-31,False,0,train
132,30,131,14,151,2021-06-01,False,0,train
133,30,132,14,152,2021-06-02,False,0,train
